,Unnamed: 0,segment,sentiment,embeddings
6252,6252,child be drop out of school or only attend partially in order to supplement the family income,neutral,[-1.8234328  2.2016106 -0.3755362]
6253,6253,there can be security risk in travel to and from work especially the occasional and lucrative catering job at large night time party,neutral,[-2.354731   1.9302235  0.4877168]
6254,6254,sexual gender base violence sgbv be prevalent in new delhi and refugee woman be victimize because -PRON- look different,neutral,[-1.4893798  2.3899443 -1.1994696]
6255,6255,african refugee be the target of racist attack,neutral,[-1.6016465  2.1955805 -1.0214676]
6256,6256,in try to avail -PRON- of service refugee have learn -PRON- must navigate a slow paced bureaucracy,neutral,[-1.5714152  2.7457073 -1.3419119]
6257,6257,this be of particular concern in the face of the promise of the long stay visa,neutral,[-1.6922055  2.1349132 -0.6599631]
6258,6258,with those visa and the accord right to work and enroll in any academic institution refugee in delhi could break the cycle of poverty and begin to establish a high degree of income security,neutral,[-0.5034431  2.1416528 -2.244156 ]
6259,6259,thus far the myanmarese refugee be obtain the long stay visa easily and the government of india have agree to waive the associated fee,neutral,[-0.30372545  1.682363   -1.9874718 ]
6260,6260,-PRON- be hope that all other refugee community will acquire these visa with the same facility,neutral,[-0.7998545  2.300717  -1.8488221]
6261,6261,with the work opportunity this visa afford in an up and come city -PRON- can open door to a well socio- economic status,neutral,[-0.12761565  1.622615   -2.209376  ]
6262,6262,thus -PRON- be understandable that refugee dream of resettlement to a more developed nation while -PRON- be confront the paradox of modern india,neutral,[-1.4743325  2.7090414 -1.4426548]
6263,6263,however poverty be not ground for resettlement,neutral,[-1.6953505  2.6135566 -1.1836958]
6264,6264,the very limited space for resettlement to australia canada and the usa be reserve for refugee with protection need that can not be meet in india and the limited space may be subject to resettlement country preference for particular nationality,neutral,[-1.8909605  2.692435  -0.8920624]
6265,6265,for the existent refugee in new delhi there be not much connection with family for reunification claim in australia canada and the usa,neutral,[-1.2837948  2.667857  -1.5509498]
6266,6266,most of the family reunification opportunity would be in europe,neutral,[-1.6820136  2.7412732 -1.2657981]
6267,6267,thus the unhcr office have a two fold challenge in implement the new policy for refugee in urban area 1 shift the mindset of refugee from leave india to stay and exploit the opportunity offer and 2 advocate with the government of india to make the life of refugee tenable by actualize -PRON- promise of widely recognize document that would enable refugee to compete for more than slum base opportunity,neutral,[-1.4213494  2.636658  -1.3143868]
6268,6268,there be two decisive element in the ability of the qip to make positive change in the uk asylum system,neutral,[-0.646687   2.351647  -2.0278304]
6269,6269,one be the ho acceptance of the recommendation make by the qip,neutral,[-1.2507712  2.3049138 -1.3577356]
6270,6270,the other be the effective implementation of the accepted recommendation,neutral,[-1.8816363  2.7498977 -1.1489487]
6271,6271,while the qip and the ho have state -PRON- commitment to these component ultimately both the acceptance of the recommendation and -PRON- effective implementation reside with the ho as well as with unhcr and the qip,neutral,[-2.0197706   2.2970986  -0.31468195]
6272,6272,this underscore the importance of the qip to continue to use -PRON- engagement with the ho and -PRON- access to staff to influence the implementation of the recommendation accept by the ho,neutral,[-0.19345413  1.224107   -1.6127055 ]
6273,6273,when a unhcr evaluation team visit a somali refugee school and community centre in the malaysian capital of kuala lumpur -PRON- find that all of the child and young people there have large piece of paper pin to -PRON- clothing bear a variety of different message,neutral,[-0.97856724  2.381254   -1.5984784 ]
6274,6274,thanks unhcr for visit -PRON- refugee education centre,neutral,[ 0.47136584  1.1471086  -2.518453  ]
6275,6275,but when will -PRON- turn come,neutral,[-1.5621041  2.4669647 -1.2312233]
6276,6276,another state -PRON- be somali refugee child,neutral,[-1.1001073  2.1442087 -1.3686688]
6277,6277,-PRON- have very few opportunity here,neutral,[-1.4878598  2.06025   -0.802148 ]
6278,6278,please help -PRON- resettle in a third country,neutral,[-1.2976397  2.262251  -1.3914728]
6279,6279,thanks unhcr thanks unhcr thank unhcr,neutral,[ 0.7932542   0.65616864 -2.1259298 ]
6280,6280,these brief slogan provide an appropriate starting point for this report as -PRON- capture very graphically the main preoccupation of refugee who be live in urban area of malaysia first -PRON- inability to establish a secure and long term future for -PRON- there second -PRON- eager quest to be admit to another country where such opportunity would be available to -PRON- and third a firm belief that unhcr be the only organization that can deliver such outcome,neutral,[-0.7676731  2.3332546 -1.9019072]
6281,6281,"somalis represent just a small proportion of the 100,000 refugee and asylum seeker live in malaysia",neutral,[-1.305854   2.7090943 -1.5879068]
6282,6282,the majority of this number originate from myanmar and most have take up residence in urban area such as kuala lumpur and penang,neutral,[-1.0317283  2.1882539 -1.5830823]
6283,6283,the situation of this substantial urban refugee population be in all respect a very difficult one,neutral,[-1.7623941  2.7936938 -1.0805852]
6284,6284,malaysia do not have a legal framework govern refugee and asylum issue,neutral,[-1.8351916  2.6913545 -1.0086043]
6285,6285,person of concern to unhcr be technically consider to be irregular migrant an even large number of whom be also to be find in the country,neutral,[-1.3258168  1.8495677 -0.7129135]
