segment,sentiment,embeddings,cluster,x,y
"Specifically, do the expenditure patterns of recipients (versus non-recipients) evolve over time to favour a higher proportion of financial resources spent in health, education, savings and repaying debt?",neutral,[-1.8290371   1.3735948   0.33770537],0,10.75133991241455,5.052539348602295
"Third, NSAAs for their part will sit at the negotiating table for a variety of reasons.",neutral,[-1.7803149  2.6049893 -1.0333642],1,14.387900352478027,13.497840881347656
The acquisition of legitimacy is almost invariably a key objective for cooperative NSAAs.,neutral,[-1.9166867   2.4312055  -0.65220636],1,14.012282371520996,10.789916038513184
"Fifth, relationships with NSAAs are invariably delicate, balancing questions of perception and trust, with the fluidity and volatility of complex operating environments.",neutral,[-1.7684177   2.6620135  -0.89297366],1,14.423107147216797,12.952634811401367
"While the host government and individual NSAAs may both hold the power to sever or obstruct UNHCR engagement, the organization itself is also constantly forced to re- evaluate the cost-benefit analysis of operating in areas outside state control.",neutral,[-1.7144266  2.2419329 -0.5537187],1,13.052550315856934,10.48155403137207
"Since then, UNHCR has promulgated a very different policy document on urban refugees.",neutral,[-0.8424418  1.8591207 -1.1877944],1,8.22583293914795,11.080145835876465
"The new policy is a marked reversal of the 1997 policy, a document that focused more on reducing assistance and security issues for urban refugees and less on protection.",neutral,[-0.28904703  1.507953   -1.6210644 ],1,4.911490440368652,10.300172805786133
A return to New Delhi was especially interesting since the author of the new policy had been on the earlier evaluation team and noted that the earlier mission seeded many elements of the new policy.,neutral,[-0.92053664  2.351533   -1.7989234 ],1,7.131078243255615,14.789566040039062
Two-thirds of the 2000 evaluation made explicit suggestions for amending the 1997 policy and laid considerable groundwork for the 2009 policy.,neutral,[-0.9690261  2.2539327 -1.558028 ],1,8.297677040100098,13.994897842407228
"Thus, a return to New Delhi in January 2013 to evaluate the viability of the new, more progressive policy toward urban refugees and the applicability of the twelve protection strategies was perhaps an overdue analysis.",neutral,[-0.78799605  2.3709342  -2.0044453 ],1,6.003741264343262,14.002349853515623
Both the city and the refugee population have expanded in the intervening years.,neutral,[-0.426517   2.0058982 -2.1708252],1,4.731271743774414,12.112218856811523
"Over this timespan, the refugees and asylum seekers diversified from an almost all Afghan demographic to now include people from Myanmar, Somalia, Iran, Iraq, Palestine, Eritrea, Sudan, the Democratic Republic of Congo, and other African, Middle Eastern and Eastern European countries.",neutral,[-1.0989273  2.5872762 -1.829519 ],1,7.829132556915283,15.649657249450684
"Now, New Delhi is a bustling national capital with a beautiful new airport, elevated highways, and metro lines to keep people moving around its ballooning spaces.",neutral,[-0.9510027  2.192147  -1.7901554],1,7.125731468200684,14.52720546722412
"In response to the juxtaposition of an economic boom and a persistently high poverty rate, India has spent billions of dollars on poverty alleviation schemes in the past decade.",neutral,[-0.49030492  2.2261481  -2.2177658 ],1,5.089249610900879,13.114291191101074
"Even though many Indians continue to be mired in poverty, the government provides access to health, education and potentially to selected poverty alleviation schemes to refugees.",neutral,[ 0.48305938  0.97127956 -2.3435278 ],2,1.538894772529602,8.232348442077637
This is all the more significant since India is neither a signatory to the 1951 Convention nor does it have a national refugee law.,neutral,[-0.91945726  2.147939   -1.5664523 ],1,7.7917704582214355,13.466232299804688
"Moreover, India has recently agreed to allow mandate refugees to apply for long-term visas that would provide them with the legal right to work and access to all academic institutions.",neutral,[-0.2512234  1.8205032 -2.2133937],1,3.858116388320923,11.219890594482422
"Even so, many of the refugees in New Delhi would like to move on to a third country and recently the UNHCR Office has spent considerable resources in discouraging unrealistic aspirations for resettlement.",neutral,[-1.3576962  2.6778324 -1.4668292],1,11.250530242919922,17.306371688842773
It is gradually becoming clear to these refugees that India may not be a way-station but a destination.,neutral,[-1.4480945  2.7609756 -1.5052512],1,11.344050407409668,18.128366470336918
"And at this destination, refugees need to navigate how to live amongst the multitudes of the indigenous poor.",neutral,[-1.5268962  2.513926  -1.2940423],1,12.857433319091797,14.88798999786377
"For the most part, refugees are only accessing entry-level jobs and they are competing with Indian nationals for them.",neutral,[-1.2785958  2.5533488 -1.5623412],1,9.789132118225098,16.3503475189209
The compensation from these jobs is so meager that most households need to have two or more people working full-time to cover rent and food.,neutral,[-1.5704473  2.0693567 -0.7335397],1,12.280452728271484,11.233622550964355
Children are dropping out of school or only attending partially in order to supplement the family income.,neutral,[-1.8234328  2.2016106 -0.3755362],0,12.478899955749512,8.06574535369873
There can be security risks in traveling to and from work especially the occasional and lucrative catering jobs at large night time parties.,neutral,[-2.354731   1.9302235  0.4877168],0,12.38885498046875,4.511614799499512
Sexual gender-based violence (SGBV) is prevalent in New Delhi and refugee women are victimized because they look different. .,neutral,[-1.4893798  2.3899443 -1.1994696],1,12.311936378479004,14.1361083984375
African refugees are the target of racist attacks.,neutral,[-1.6016465  2.1955805 -1.0214676],1,12.49631118774414,11.877189636230469
"In trying to avail themselves of services, refugees have learned they must navigate a slow paced bureaucracy.",neutral,[-1.5714152  2.7457073 -1.3419119],1,14.55510139465332,16.87567710876465
This is of particular concern in the face of the promises of the long stay visas.,neutral,[-1.6922055  2.1349132 -0.6599631],1,12.52383041381836,11.083046913146973
"With those visas, and the accorded rights to work and enroll in any academic institutions, refugees in Delhi could break the cycle of poverty and begin to establish a higher degree of income security.",neutral,[-0.5034431  2.1416528 -2.244156 ],1,5.070867538452148,13.101247787475586
"Thus far, the Myanmarese refugees are obtaining the long stay visas easily and the Government of India has agreed to waive the associated fees.",neutral,[-0.30372545  1.682363   -1.9874718 ],1,4.51780366897583,11.213473320007324
It is hoped that all other refugee communities will acquire these visas with the same facility.,neutral,[-0.7998545  2.300717  -1.8488221],1,6.575592041015625,14.177821159362791
"With the work opportunities this visa affords in an up and coming city, it can open doors to a better socio- economic status.",neutral,[-0.12761565  1.622615   -2.209376  ],1,3.6017003059387207,10.74448585510254
"Thus, it is understandable that refugees dream of resettlement to a more developed nation while they are confronting the paradoxes of modern India.",neutral,[-1.4743325  2.7090414 -1.4426548],1,12.104190826416016,18.190673828125
"However, poverty is not grounds for resettlement.",neutral,[-1.6953505  2.6135566 -1.1836958],1,14.191238403320312,14.553645133972168
